Customer ID,L,R,F,M,S,cluster,score,tier,risk_flag,stability_score
16835,196.0,8.0,5.0,1357.56,0.4031856174105031,1.0,6787.799999999999,Gold,Low Risk,0.3945382047046478
16836,167.0,41.0,2.0,530.5,0.3589733480523577,1.0,1061.0,Silver,Low Risk,0.3195151516176481
16838,132.0,165.0,2.0,570.76,0.2259974767386847,1.0,1141.52,Silver,High Risk,0.1260254025781405
16839,296.0,4.0,11.0,5716.14,0.4251222204699574,0.0,62877.54,Platinum,Low Risk,0.4205632690440061
16840,71.0,238.0,2.0,139.85,0.1477132944330547,1.0,279.7,Bronze,High Risk,0.0534619162157168
16841,268.0,63.0,6.0,2136.24,0.3471455606371235,1.0,12817.44,Platinum,Low Risk,0.2885123962399686
16843,306.0,57.0,19.0,9374.86,0.3918151711086579,0.0,178122.34000000003,Platinum,Low Risk,0.3319399304834742
16844,20.0,197.0,2.0,614.34,0.1916811228512852,1.0,1228.68,Silver,High Risk,0.0904447121228584
16845,0.0,253.0,1.0,253.88,0.128686327077748,1.0,253.88,Bronze,High Risk,0.0414004269419028
16846,62.0,212.0,2.0,628.09,0.1755953319665667,1.0,1256.18,Silver,High Risk,0.0757931593743089
16847,0.0,253.0,1.0,421.45,0.128686327077748,1.0,421.45,Silver,High Risk,0.0414004269419028
16848,56.0,11.0,3.0,1130.2,0.3940861062923829,1.0,3390.6000000000004,Gold,Low Risk,0.3824642640156638
16854,223.0,52.0,2.0,1408.96,0.3471771014035641,1.0,2817.92,Gold,Low Risk,0.2987770765430136
16856,24.0,52.0,2.0,323.09000000000003,0.3471771014035641,1.0,646.1800000000001,Silver,Low Risk,0.2987770765430136
16857,0.0,77.0,1.0,352.8,0.317426273458445,1.0,352.8,Silver,Low Risk,0.2518985977042888
16858,355.0,3.0,10.0,4292.59,0.4232534300583505,0.0,42925.9,Platinum,Low Risk,0.4198492469747713
16859,228.0,51.0,5.0,1184.6,0.3570730168743101,1.0,5923.0,Gold,Low Risk,0.3082507008941765
16860,209.0,87.0,3.0,1610.62,0.3125847658098091,1.0,4831.86,Gold,Low Risk,0.2396762547496123
16861,118.0,25.0,3.0,772.83,0.3790727014666456,1.0,2318.49,Gold,Low Risk,0.3536656839420715
16862,154.0,182.0,4.0,662.33,0.2136492666771802,1.0,2649.32,Gold,High Risk,0.109402171408422
16863,42.0,1.0,2.0,495.72,0.401868790411607,1.0,991.44,Silver,Low Risk,0.4007913941906643
16864,164.0,69.0,2.0,409.25,0.3289465384008831,1.0,818.5,Silver,Low Risk,0.2680958382677438
16865,0.0,36.0,1.0,130.95,0.3613941018766756,1.0,130.95,Bronze,Low Risk,0.3265142421781224
16867,0.0,324.0,1.0,76.74000000000001,0.0525469168900804,1.0,76.74000000000001,Bronze,High Risk,0.0069029461866325
16868,199.0,29.0,3.0,393.39,0.3747831572307207,1.0,1180.17,Silver,Low Risk,0.3456445203414689
16870,0.0,104.0,1.0,450.16,0.2884718498659517,1.0,450.16,Silver,High Risk,0.2080400204127105
16872,35.0,62.0,3.0,533.11,0.33939441728434,1.0,1599.33,Silver,Low Risk,0.2829803318376132
16873,239.0,64.0,6.0,7493.77,0.3460731745781423,0.0,44962.62,Platinum,Low Risk,0.2866933269293457
16874,0.0,14.0,1.0,217.74,0.3849865951742627,1.0,217.74,Bronze,Low Risk,0.3705366961596791
16875,266.0,72.0,6.0,2139.0,0.3374940861062924,1.0,12834.0,Platinum,Low Risk,0.2723477745790724
16876,0.0,38.0,1.0,136.01,0.3592493297587131,1.0,136.01,Bronze,Low Risk,0.3226502023302115
16880,0.0,128.0,1.0,321.78000000000003,0.2627345844504021,1.0,321.78000000000003,Silver,High Risk,0.1725736546658137
16883,363.0,6.0,18.0,2119.86,0.4435656836461126,0.0,38157.48,Platinum,Low Risk,0.436430578815344
16884,14.0,191.0,2.0,644.08,0.1981154392051727,1.0,1288.16,Silver,High Risk,0.0966675869580199
16885,0.0,20.0,1.0,239.23,0.3785522788203753,1.0,239.23,Bronze,Low Risk,0.3582545695002479
16886,0.0,91.0,1.0,134.0,0.3024128686327078,1.0,134.0,Bronze,High Risk,0.2286338577866584
16887,337.0,35.0,2.0,465.84,0.365407664406245,1.0,931.68,Silver,Low Risk,0.3311200819552569
16888,300.0,35.0,3.0,437.15,0.3683488408768333,1.0,1311.4499999999998,Silver,Low Risk,0.3337852767194897
16889,168.0,32.0,3.0,952.23,0.3715659990537769,1.0,2856.69,Gold,Low Risk,0.3396890232636405
16890,105.0,111.0,3.0,285.41,0.2868475003942596,1.0,856.23,Silver,High Risk,0.2014853756120536
16891,363.0,6.0,7.0,1247.12,0.411212742469642,1.0,8729.84,Gold,Low Risk,0.4045980602851437
16892,177.0,189.0,2.0,236.56,0.2002602113231351,1.0,473.12,Silver,High Risk,0.0987878790441202
16893,9.0,1.0,2.0,255.84,0.401868790411607,1.0,511.68,Silver,Low Risk,0.4007913941906643
16894,33.0,137.0,3.0,1324.06,0.2589654628607475,1.0,3972.18,Gold,High Risk,0.1638494617563979
16895,227.0,73.0,4.0,902.28,0.3305393471061347,1.0,3609.12,Gold,Low Risk,0.2658493408360333
16896,0.0,190.0,1.0,103.95,0.1962466487935656,1.0,103.95,Bronze,High Risk,0.0962818679067627
16898,208.0,3.0,3.0,507.56,0.4026651947642328,1.0,1522.68,Silver,Low Risk,0.3994266007044668
16899,18.0,13.0,2.0,439.46,0.3890001577038322,1.0,878.92,Silver,Low Risk,0.3754425114567817
16901,0.0,364.0,1.0,204.26,0.0096514745308311,1.0,204.26,Bronze,High Risk,0.0002328774015482
16903,35.0,15.0,2.0,689.04,0.3868553855858697,1.0,1378.08,Silver,Low Risk,0.3712981984979661
16904,43.0,2.0,7.0,1378.1,0.4155022867055669,1.0,9646.7,Gold,Low Risk,0.4132743924068775
16905,357.0,6.0,11.0,1931.72,0.4229774483519949,0.0,21248.92,Platinum,Low Risk,0.4161735215688529
16906,147.0,63.0,3.0,869.03,0.3383220312253587,1.0,2607.09,Gold,Low Risk,0.2811791680425233
16907,160.0,0.0,5.0,726.25,0.411764705882353,1.0,3631.25,Gold,Low Risk,0.411764705882353
16908,0.0,357.0,1.0,252.59,0.0171581769436997,1.0,252.59,Bronze,High Risk,0.0007360075900782
16911,25.0,270.0,2.0,255.25,0.1133969405456552,1.0,510.5,Silver,High Risk,0.0313133642793632
16912,309.0,56.0,4.0,1904.93,0.3487699101088157,1.0,7619.72,Gold,Low Risk,0.2964076715938192
16913,0.0,286.0,2.0,310.47,0.0962387636019555,1.0,620.94,Silver,High Risk,0.0224471110814212
16915,182.0,21.0,5.0,921.5,0.389244598643747,1.0,4607.5,Gold,Low Risk,0.3673300233849838
16916,43.0,7.0,3.0,547.14,0.3983756505283078,1.0,1641.42,Silver,Low Risk,0.3908994318856854
16917,0.0,267.0,1.0,1466.31,0.1136729222520107,1.0,1466.31,Silver,High Risk,0.0323038331332791
16918,314.0,57.0,10.0,2144.47,0.3653445828733638,0.0,21444.7,Platinum,Low Risk,0.3095144455441902
16919,108.0,3.0,14.0,2529.46,0.4350181359407034,0.0,35412.44,Platinum,Low Risk,0.4315193305578023
16920,0.0,46.0,1.0,355.45,0.3506702412868633,1.0,355.45,Silver,Low Risk,0.3074240453104673
16921,157.0,77.0,2.0,276.88,0.3203674499290332,1.0,553.76,Silver,Low Risk,0.2542326144208949
16922,0.0,207.0,1.0,611.08,0.1780160857908847,1.0,611.08,Silver,High Risk,0.079224317000769
16923,302.0,10.0,13.0,6130.75,0.4245702570572465,0.0,79699.75,Platinum,Low Risk,0.4131876764390897
16925,0.0,175.0,1.0,125.65,0.2123324396782841,1.0,125.65,Bronze,High Risk,0.1127126623493304
16926,155.0,6.0,5.0,1191.1,0.4053303895284655,1.0,5955.5,Gold,Low Risk,0.3988103296432891
16928,301.0,8.0,13.0,1265.63,0.426715029175209,0.0,16453.190000000002,Platinum,Low Risk,0.4175629642063037
16931,27.0,4.0,3.0,629.4,0.4015928087052515,1.0,1888.2,Gold,Low Risk,0.3972861834108252
16932,147.0,58.0,2.0,278.77,0.3407427850496767,1.0,557.54,Silver,Low Risk,0.2877586522537484
16933,340.0,24.0,7.0,2618.02,0.3919097934079798,1.0,18326.14,Platinum,Low Risk,0.3666930774782438
16934,237.0,18.0,4.0,1160.06,0.3895205803501025,1.0,4640.24,Gold,Low Risk,0.3707233405476847
16935,39.0,16.0,3.0,535.1,0.3887241759974767,1.0,1605.3000000000002,Silver,Low Risk,0.3720496805123302
16936,0.0,20.0,1.0,288.49,0.3785522788203753,1.0,288.49,Bronze,Low Risk,0.3582545695002479
16937,0.0,134.0,1.0,202.1,0.2563002680965147,1.0,202.1,Bronze,High Risk,0.1642245685658633
16938,278.0,16.0,5.0,4306.8,0.3946065289386532,0.0,21534.0,Platinum,Low Risk,0.3776797073219817
16939,160.0,123.0,3.0,449.0,0.2739788676864848,1.0,1347.0,Silver,High Risk,0.1836319488515313
16940,280.0,85.0,5.0,3377.78,0.3206118908689481,0.0,16888.9,Platinum,Low Risk,0.2475501999202601
16941,0.0,246.0,1.0,33.0,0.1361930294906166,1.0,33.0,Bronze,High Risk,0.0463713532045799
16943,84.0,174.0,2.0,482.76,0.2163460022078536,1.0,965.52,Silver,High Risk,0.1154232022503026
16944,0.0,244.0,1.0,101.36,0.1383378016085791,1.0,101.36,Bronze,High Risk,0.0478433683847364
16945,337.0,28.0,14.0,4202.66,0.4082084844661725,0.0,58837.24,Platinum,Low Risk,0.3775654883132158
16946,264.0,18.0,5.0,1222.04,0.3924617568206908,1.0,6110.2,Gold,Low Risk,0.3735225835692901
16947,184.0,97.0,4.0,548.73,0.3048020816905851,1.0,2194.92,Gold,High Risk,0.2255371971758753
16948,226.0,64.0,4.0,433.75,0.3401908216369658,1.0,1735.0,Gold,Low Risk,0.2818202785142693
16950,317.0,2.0,8.0,2605.81,0.4184434631761551,1.0,20846.48,Platinum,Low Risk,0.4161997984942454
16952,287.0,76.0,3.0,631.17,0.3243810124586027,1.0,1893.51,Gold,Low Risk,0.2582872941024262
16954,311.0,14.0,11.0,3996.8,0.4143983598801451,0.0,43964.8,Platinum,Low Risk,0.3988445340401396
16955,308.0,3.0,4.0,790.74,0.4056063712348211,1.0,3162.96,Gold,Low Risk,0.4023441216002246
16958,0.0,70.0,1.0,809.44,0.3249329758713137,1.0,809.44,Silver,Low Risk,0.2639535970214693
16960,256.0,25.0,5.0,1536.38,0.3849550544078221,1.0,7681.900000000001,Gold,Low Risk,0.3591537773027402
16961,144.0,23.0,2.0,560.39,0.3782762971140199,1.0,1120.78,Silver,Low Risk,0.3549509490346031
16962,0.0,44.0,1.0,251.04,0.3528150134048258,1.0,251.04,Bronze,Low Risk,0.3111960842096185
16964,0.0,368.0,2.0,207.85,0.0083031067654944,1.0,415.7,Silver,High Risk,0.0001113016992693
16970,0.0,261.0,1.0,71.4,0.1201072386058981,1.0,71.4,Bronze,High Risk,0.0360643719138353
16972,73.0,17.0,2.0,786.25,0.3847106134679072,1.0,1572.5,Silver,Low Risk,0.3671768857763404
16973,0.0,21.0,1.0,127.0,0.3774798927613941,1.0,127.0,Bronze,Low Risk,0.356227673597884
16974,41.0,157.0,2.0,365.5,0.2345765652105346,1.0,731.0,Silver,High Risk,0.1358405846795589
16975,82.0,58.0,3.0,926.12,0.3436839615202649,1.0,2778.36,Gold,Low Risk,0.2902424876109476
16977,236.0,30.0,4.0,496.0,0.3766519476423277,1.0,1984.0,Gold,Low Risk,0.3463582253118455
16978,0.0,301.0,2.0,424.55,0.080152972717237,1.0,849.1,Silver,High Risk,0.0154718874950162
16979,66.0,18.0,3.0,1007.74,0.3865794038795143,1.0,3023.2200000000003,Gold,Low Risk,0.3679240975260792
16980,0.0,63.0,1.0,394.37,0.3324396782841823,1.0,394.37,Silver,Low Risk,0.2762903492442266
16983,76.0,4.0,5.0,1778.97,0.407475161646428,1.0,8894.85,Gold,Low Risk,0.4031054548191204
16984,238.0,39.0,7.0,6273.45,0.3758240025232613,0.0,43914.15,Platinum,Low Risk,0.3365287314819551
16985,352.0,11.0,13.0,5459.04,0.4234978709982652,0.0,70967.52,Platinum,Low Risk,0.4110086576444289
16986,228.0,80.0,9.0,3015.55,0.3377385270462072,0.0,27139.95,Platinum,Low Risk,0.2653013094491654
16987,361.0,11.0,4.0,910.85,0.3970272827629711,1.0,3643.4,Gold,Low Risk,0.3853187033785403
16988,0.0,14.0,1.0,256.55,0.3849865951742627,1.0,256.55,Bronze,Low Risk,0.3705366961596791
16990,0.0,57.0,1.0,165.0,0.3388739946380697,1.0,165.0,Bronze,Low Risk,0.2870889606049062
16991,0.0,56.0,1.0,1041.21,0.3399463806970509,1.0,1041.21,Silver,Low Risk,0.2889088543725607
16992,279.0,22.0,8.0,3862.19,0.3969957419965305,0.0,30897.52,Platinum,Low Risk,0.373580443540971
16993,112.0,98.0,2.0,1950.95,0.2978473426904274,1.0,3901.9,Gold,High Risk,0.2195925448790014
16996,35.0,17.0,3.0,666.6500000000001,0.3876517899384955,1.0,1999.9500000000005,Gold,Low Risk,0.369984013989556
16998,0.0,79.0,1.0,107.0,0.3152815013404826,1.0,107.0,Bronze,Low Risk,0.2485060627187718
17000,11.0,31.0,2.0,406.3,0.36969720864217,1.0,812.6,Silver,Low Risk,0.3389717033662792
17001,247.0,11.0,8.0,2651.23,0.408791988645324,0.0,21209.84,Platinum,Low Risk,0.3967364608300464
17002,197.0,78.0,4.0,1077.82,0.3251774168112285,1.0,4311.28,Gold,Low Risk,0.2571778497568697
17003,176.0,37.0,4.0,830.16,0.3691452452294591,1.0,3320.64,Gold,Low Risk,0.3325276203675556
17004,31.0,27.0,2.0,1012.22,0.3739867528780949,1.0,2024.44,Gold,Low Risk,0.3469153257260612
17005,118.0,105.0,2.0,742.36,0.2903406402775587,1.0,1484.72,Silver,High Risk,0.2086093608428572
17006,252.0,27.0,4.0,854.54,0.3798691058192714,1.0,3418.16,Gold,Low Risk,0.3523718783202892
17007,0.0,72.0,1.0,230.17,0.3227882037533512,1.0,230.17,Bronze,Low Risk,0.2604805612057874
17008,0.0,64.0,1.0,81.36,0.3313672922252011,1.0,81.36,Bronze,Low Risk,0.2745107058916545
17009,0.0,186.0,1.0,242.06,0.2005361930294906,1.0,242.06,Bronze,High Risk,0.1005369117869028
17011,4.0,282.0,2.0,400.8,0.1005283078378804,1.0,801.6,Silver,High Risk,0.024525672957767
17012,0.0,360.0,1.0,384.16,0.013941018766756,1.0,384.16,Silver,High Risk,0.0004858800106376
17016,0.0,211.0,1.0,552.4,0.1737265415549597,1.0,552.4,Silver,High Risk,0.0754522781016178
17017,371.0,0.0,13.0,5416.35,0.4352941176470588,0.0,70412.55,Platinum,Low Risk,0.4352941176470588
17018,347.0,22.0,4.0,1367.6,0.3852310361141776,1.0,5470.4,Gold,Low Risk,0.3625096345203119
17019,369.0,3.0,8.0,2739.59,0.4173710771171739,1.0,21916.72,Platinum,Low Risk,0.4140142051832556
17020,104.0,177.0,2.0,935.62,0.2131288440309099,1.0,1871.24,Gold,High Risk,0.1119926365417113
17021,146.0,77.0,6.0,1182.22,0.3321321558113862,1.0,7093.32,Gold,Low Risk,0.2635686812873198
17022,0.0,67.0,1.0,189.0,0.3281501340482574,1.0,189.0,Bronze,Low Risk,0.2692062761897232
17023,280.0,52.0,3.0,800.1800000000001,0.3501182778741523,1.0,2400.54,Gold,Low Risk,0.3013082230498737
17025,268.0,8.0,4.0,1152.87,0.4002444409399149,1.0,4611.48,Gold,Low Risk,0.3916601097669409
17026,47.0,4.0,2.0,54.15,0.3986516322346633,1.0,108.3,Bronze,Low Risk,0.3943765477066776
17027,283.0,81.0,3.0,436.82,0.3190190821636965,1.0,1310.46,Silver,Low Risk,0.2497414798707758
17028,140.0,216.0,3.0,1593.83,0.1742469642012301,1.0,4781.49,Gold,High Risk,0.0733425559774614
17029,281.0,17.0,5.0,1421.3,0.393534142879672,1.0,7106.5,Gold,Low Risk,0.3755982704159872
17031,203.0,13.0,4.0,2393.5,0.3948825106450087,1.0,9574.0,Gold,Low Risk,0.3811198494160941
17032,181.0,182.0,8.0,3004.6,0.2254139725595332,1.0,24036.8,Platinum,High Risk,0.1154264577985813
17033,0.0,32.0,1.0,302.65000000000003,0.3656836461126005,1.0,302.65000000000003,Silver,Low Risk,0.3343113225855141
17034,104.0,44.0,2.0,538.4,0.355756189875414,1.0,1076.8,Silver,Low Risk,0.3137903122493598
17035,145.0,226.0,2.0,180.06,0.1605819271408295,1.0,360.12,Silver,High Risk,0.0632856388463859
17036,0.0,18.0,1.0,176.9,0.3806970509383378,1.0,176.9,Bronze,Low Risk,0.3623256114828684
17038,0.0,50.0,1.0,630.77,0.3463806970509384,1.0,630.77,Silver,Low Risk,0.2999489682237348
17039,0.0,239.0,1.0,1954.99,0.1436997319034852,1.0,1954.99,Gold,High Risk,0.0516240323728338
17040,0.0,185.0,1.0,13.52,0.2016085790884718,1.0,13.52,Bronze,High Risk,0.1016150479051815
17041,202.0,32.0,3.0,604.71,0.3715659990537769,1.0,1814.13,Gold,Low Risk,0.3396890232636405
17043,354.0,10.0,4.0,881.37,0.3980996688219524,1.0,3525.48,Gold,Low Risk,0.3874267554487097
17044,357.0,9.0,11.0,11013.82,0.4197602901750513,0.0,121152.02,Platinum,Low Risk,0.4096320258008543
17045,52.0,11.0,2.0,488.24,0.3911449298217946,1.0,976.48,Silver,Low Risk,0.3796098246527872
17046,175.0,79.0,4.0,1264.05,0.3241050307522473,1.0,5056.2,Gold,Low Risk,0.2554608017189295
17047,300.0,66.0,3.0,1188.33,0.3351048730484151,1.0,3564.99,Gold,Low Risk,0.2758101770130386
17048,253.0,72.0,4.0,1146.33,0.3316117331651159,1.0,4585.32,Gold,Low Risk,0.2676008892297584
17049,270.0,10.0,10.0,4287.5,0.4157467276454818,0.0,42875.0,Platinum,Low Risk,0.4046007027756297
17050,307.0,10.0,5.0,1462.95,0.4010408452925406,1.0,7314.75,Gold,Low Risk,0.3902890800031963
17051,182.0,81.0,3.0,467.25,0.3190190821636965,1.0,1401.75,Silver,Low Risk,0.2497414798707758
17055,0.0,80.0,1.0,239.55,0.3142091152815013,1.0,239.55,Bronze,Low Risk,0.2468184203149594
17056,0.0,373.0,1.0,128.60000000000002,0.0,1.0,128.60000000000002,Bronze,High Risk,0.0
17057,0.0,231.0,1.0,294.74,0.1522788203753351,1.0,294.74,Bronze,High Risk,0.0579720978372589
17059,312.0,4.0,5.0,2507.49,0.407475161646428,1.0,12537.45,Platinum,Low Risk,0.4031054548191204
17062,74.0,0.0,4.0,669.85,0.4088235294117647,1.0,2679.4,Gold,Low Risk,0.4088235294117647
17063,331.0,42.0,6.0,2177.39,0.3696656678757294,1.0,13064.34,Platinum,Low Risk,0.3280411154607679
17065,0.0,272.0,2.0,194.7,0.1112521684276927,1.0,389.4,Silver,High Risk,0.0301245817994556
17066,0.0,361.0,1.0,228.34,0.0128686327077748,1.0,228.34,Bronze,High Risk,0.000414004269419
17067,6.0,359.0,3.0,454.54,0.0208957577669137,1.0,1363.62,Silver,High Risk,0.000784291176238
17068,252.0,3.0,27.0,4608.94,0.4732534300583504,0.0,124441.38,Platinum,Low Risk,0.4694471022026532
17069,363.0,8.0,6.0,3084.58,0.4061267938810913,0.0,18507.48,Platinum,Low Risk,0.3974162996423547
17070,0.0,45.0,1.0,133.18,0.3517426273458445,1.0,133.18,Bronze,Low Risk,0.3093071897303941
17071,302.0,16.0,4.0,1372.17,0.391665352468065,1.0,5488.68,Gold,Low Risk,0.374864693917156
17072,0.0,260.0,1.0,282.05,0.1211796246648793,1.0,282.05,Bronze,High Risk,0.0367112535848025
17074,0.0,197.0,1.0,203.05,0.188739946380697,1.0,203.05,Bronze,High Risk,0.0890569183994709
17075,296.0,64.0,6.0,1407.61,0.3460731745781423,1.0,8445.66,Gold,Low Risk,0.2866933269293457
17076,342.0,27.0,3.0,401.67,0.3769279293486831,1.0,1205.01,Silver,Low Risk,0.3496436020231752
17077,0.0,213.0,1.0,306.0,0.1715817694369973,1.0,306.0,Silver,High Risk,0.0736007590078272
17080,147.0,14.0,5.0,669.91,0.3967513010566157,1.0,3349.55,Gold,Low Risk,0.3818598313118633
17081,259.0,30.0,4.0,674.23,0.3766519476423277,1.0,2696.92,Gold,Low Risk,0.3463582253118455
17082,329.0,29.0,4.0,2728.18,0.377724333701309,0.0,10912.72,Gold,Low Risk,0.3483570262553627
17083,258.0,44.0,6.0,2644.01,0.367520895757767,1.0,15864.06,Platinum,Low Risk,0.3241672244083253
17084,0.0,31.0,1.0,2253.22,0.3667560321715817,1.0,2253.22,Gold,Low Risk,0.3362749678356057
17085,356.0,11.0,23.0,6324.76,0.4529096357041476,0.0,145469.48,Platinum,Low Risk,0.4395530512731941
17087,0.0,372.0,1.0,221.53,0.0010723860589812,1.0,221.53,Bronze,High Risk,2.875029648743165e-06
17089,0.0,21.0,1.0,128.45,0.3774798927613941,1.0,128.45,Bronze,Low Risk,0.356227673597884
17090,133.0,9.0,6.0,1105.53,0.4050544078221101,1.0,6633.18,Gold,Low Risk,0.3952809770703702
17091,355.0,2.0,11.0,3983.34,0.4272669925879199,0.0,43816.740000000005,Platinum,Low Risk,0.4249760167563493
17092,237.0,72.0,7.0,3817.18,0.3404352625768806,0.0,26720.26,Platinum,Low Risk,0.2747212172537294
17093,0.0,227.0,1.0,235.88,0.15656836461126,1.0,235.88,Bronze,High Risk,0.0612841319926111
17094,0.0,58.0,1.0,100.2,0.3378016085790885,1.0,100.2,Bronze,Low Risk,0.2852748168965492
17095,293.0,65.0,4.0,1248.09,0.3391184355779846,1.0,4992.36,Gold,Low Risk,0.2800227296461642
17096,171.0,18.0,7.0,2737.05,0.3983441097618672,1.0,19159.35,Platinum,Low Risk,0.3791210696125009
17097,65.0,0.0,2.0,386.03,0.4029411764705882,1.0,772.06,Silver,Low Risk,0.4029411764705882
17098,159.0,16.0,3.0,591.07,0.3887241759974767,1.0,1773.21,Gold,Low Risk,0.3720496805123302
17099,0.0,168.0,1.0,582.17,0.2198391420911528,1.0,582.17,Silver,High Risk,0.1208231209884351
17101,155.0,29.0,3.0,885.32,0.3747831572307207,1.0,2655.96,Gold,Low Risk,0.3456445203414689
17103,0.0,357.0,1.0,424.3,0.0171581769436997,1.0,424.3,Silver,High Risk,0.0007360075900782
17104,0.0,58.0,1.0,474.03,0.3378016085790885,1.0,474.03,Silver,Low Risk,0.2852748168965492
17106,0.0,24.0,1.0,491.23,0.3742627345844504,1.0,491.23,Silver,Low Risk,0.3501814862465769
17107,279.0,32.0,4.0,5259.99,0.3745071755243652,0.0,21039.96,Platinum,Low Risk,0.3423778736027038
17108,0.0,298.0,1.0,174.95,0.0804289544235925,1.0,174.95,Bronze,High Risk,0.0161720417741808
17109,91.0,41.0,2.0,410.42,0.3589733480523577,1.0,820.84,Silver,Low Risk,0.3195151516176481
17110,89.0,155.0,2.0,347.4,0.236721337328497,1.0,694.8,Silver,High Risk,0.1383518807978883
17111,0.0,60.0,1.0,227.97,0.335656836461126,1.0,227.97,Bronze,Low Risk,0.2816637796577277
17112,0.0,137.0,1.0,205.17,0.253083109919571,1.0,205.17,Bronze,High Risk,0.1601276513164041
17113,123.0,209.0,6.0,2322.59,0.1905771960258634,1.0,13935.54,Platinum,High Risk,0.0837926545529265
17115,185.0,183.0,4.0,1923.99,0.212576880618199,1.0,7695.96,Gold,High Risk,0.1082831295374203
17116,0.0,283.0,1.0,389.78,0.0965147453083109,1.0,389.78,Silver,High Risk,0.0232877401548203
17121,0.0,37.0,1.0,314.74,0.3603217158176944,1.0,314.74,Silver,Low Risk,0.3245793472245183
17122,111.0,23.0,3.0,432.18,0.3812174735846081,1.0,1296.54,Silver,Low Risk,0.3577107660981577
17123,133.0,74.0,2.0,631.87,0.323584608105977,1.0,1263.74,Silver,Low Risk,0.2593881979187322
17126,83.0,16.0,4.0,1065.69,0.391665352468065,1.0,4262.76,Gold,Low Risk,0.374864693917156
17127,306.0,63.0,5.0,1155.0300000000002,0.3442043841665352,1.0,5775.1500000000015,Gold,Low Risk,0.2860679868408201
17129,0.0,155.0,1.0,31.85,0.2337801608579088,1.0,31.85,Bronze,High Risk,0.1366329090268743
17132,36.0,87.0,2.0,1272.8,0.3096435893392209,1.0,2545.6,Gold,Low Risk,0.2374210899491077
17133,154.0,109.0,5.0,9730.09,0.2948746254533985,0.0,48650.45,Platinum,High Risk,0.2087048287391346
17134,0.0,77.0,1.0,212.1,0.317426273458445,1.0,212.1,Bronze,Low Risk,0.2518985977042888
17135,207.0,6.0,4.0,814.4300000000001,0.4023892130578773,1.0,3257.7200000000003,Gold,Low Risk,0.3959164643223618
17136,0.0,297.0,1.0,231.68,0.0815013404825737,1.0,231.68,Bronze,High Risk,0.016606171251141
17137,261.0,51.0,6.0,1133.63,0.3600141933448983,1.0,6801.780000000001,Gold,Low Risk,0.3107897325926468
17138,283.0,24.0,6.0,4036.77,0.3889686169373916,0.0,24220.62,Platinum,Low Risk,0.3639411456062993
17139,308.0,24.0,13.0,8915.99,0.4095568522315092,0.0,115907.87,Platinum,Low Risk,0.3832046687099107
17141,266.0,53.0,4.0,754.33,0.3519870682857594,1.0,3017.32,Gold,Low Risk,0.301972819977059
17142,279.0,39.0,3.0,704.75,0.3640592966409084,1.0,2114.25,Gold,Low Risk,0.3259941154907866
17143,98.0,52.0,2.0,924.11,0.3471771014035641,1.0,1848.22,Gold,Low Risk,0.2987770765430136
17145,145.0,147.0,4.0,3120.91,0.2511827787415234,0.0,12483.64,Platinum,High Risk,0.1521911742508962
17146,240.0,70.0,10.0,5110.46,0.3514035641066078,0.0,51104.6,Platinum,Low Risk,0.285456514542365
17147,245.0,87.0,5.0,1485.36,0.3184671187509856,1.0,7426.799999999999,Gold,Low Risk,0.2441865843506216
17149,0.0,86.0,1.0,143.10000000000002,0.3077747989276139,1.0,143.10000000000002,Bronze,Low Risk,0.2368133171373329
17150,357.0,11.0,6.0,1375.65,0.4029096357041476,1.0,8253.900000000001,Gold,Low Risk,0.3910275821042934
17151,0.0,370.0,1.0,231.90000000000003,0.0032171581769437,1.0,231.90000000000003,Bronze,High Risk,2.5875266838689293e-05
17152,0.0,60.0,1.0,327.0,0.335656836461126,1.0,327.0,Silver,Low Risk,0.2816637796577277
17155,208.0,162.0,5.0,640.76,0.2380381643273931,1.0,3203.8,Gold,High Risk,0.13465429671067
17156,0.0,126.0,1.0,591.87,0.2648793565683646,1.0,591.87,Silver,High Risk,0.1754026838401771
17157,255.0,115.0,17.0,4832.900000000001,0.3237344267465699,0.0,82159.3,Platinum,High Risk,0.2239235445056703
17158,94.0,182.0,2.0,713.03,0.2077669137360037,1.0,1426.06,Silver,High Risk,0.1063900282133423
17159,167.0,112.0,2.0,560.71,0.2828339378646901,1.0,1121.42,Silver,High Risk,0.1979079297122898
17160,361.0,9.0,11.0,6691.13,0.4197602901750513,0.0,73602.43000000001,Platinum,Low Risk,0.4096320258008543
17161,0.0,79.0,1.0,856.01,0.3152815013404826,1.0,856.01,Silver,Low Risk,0.2485060627187718
17163,229.0,80.0,2.0,406.68,0.3171502917520896,1.0,813.36,Silver,Low Risk,0.2491287814567352
17165,347.0,16.0,5.0,1635.64,0.3946065289386532,1.0,8178.200000000001,Gold,Low Risk,0.3776797073219817
17167,65.0,14.0,3.0,867.11,0.3908689481154392,1.0,2601.33,Gold,Low Risk,0.3761982637357712
17168,0.0,133.0,1.0,400.2,0.257372654155496,1.0,400.2,Silver,High Risk,0.1656017077676113
17169,0.0,213.0,1.0,320.95,0.1715817694369973,1.0,320.95,Silver,High Risk,0.0736007590078272
17170,14.0,9.0,2.0,178.68,0.3932897019397571,1.0,357.36,Silver,Low Risk,0.3838001380859828
